Source URL,Target URL,Redirect Type,Ignore Slash,Ignore Case,Regex
/recruitment-company-in-dubai/,/gcc-recruitment-guide/uae/,301,Yes,Yes,No
/dubai-recruitment-agency-fees-2026/,/gcc-recruitment-guide/uae/,301,Yes,Yes,No
/qatarisation-what-nobody-in-hr-will-tell-you/,/gcc-recruitment-guide/qatar/,301,Yes,Yes,No
/qatar-vs-uae-salary-comparison-2026/,/gcc-recruitment-guide/qatar/,301,Yes,Yes,No
/bilingual-job-description-english-arabic/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/free-job-description-template/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/pro-ready-job-description-checklist/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/can-i-ask-for-job-description-before-interview/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/how-to-prepare-for-an-interview-based-on-job-description/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/is-it-okay-to-ask-for-job-description-before-interview/,/gcc-recruitment-guide/job-descriptions/,301,Yes,Yes,No
/hiring-manager-eye-tracking-cv-2026/,/gcc-recruitment-guide/screening-cvs/,301,Yes,Yes,No
/how-to-prepare-for-a-recruiter-job-interview/,/gcc-recruitment-guide/interview-stages/,301,Yes,Yes,No
/how-to-prepare-for-an-interview-without-a-job-description/,/gcc-recruitment-guide/interview-stages/,301,Yes,Yes,No
