Source URL,Target URL,Redirect Type,Ignore Slash,Ignore Case,Regex
/jobs-in-dubai-opportunities-and-requirements/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/can-a-career-coach-help-me-find-a-job/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/how-long-does-it-take-to-find-a-job/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/how-to-find-a-job-you-love/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/what-to-do-if-you-can-t-find-a-job/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/why-is-it-so-hard-to-find-a-job/,/how-to-get-a-job-in-the-uae/,301,Yes,Yes,No
/jobs-in-dubai-for-freshers/,/how-to-get-a-job-in-the-uae/for-freshers/,301,Yes,Yes,No
/emiratisation-for-fresh-graduates-what-nobody-in-hr-will-tell-you/,/how-to-get-a-job-in-the-uae/for-freshers/,301,Yes,Yes,No
/how-to-prepare-for-job-interview-for-freshers/,/how-to-get-a-job-in-the-uae/for-freshers/,301,Yes,Yes,No
/how-to-find-a-job-with-no-experience/,/how-to-get-a-job-in-the-uae/no-experience/,301,Yes,Yes,No
/how-to-get-internship-dubai-no-experience/,/how-to-get-a-job-in-the-uae/no-experience/,301,Yes,Yes,No
